index,Unnamed: 0,team_id,team_name,fgm,fga,fgPcg,ptsTotal,stlTotal,blkTotal,won,played,wp
293,293,1403,Texas Tech,2972,6753,0.4401006959869687,8402,802,441,46,126,0.36507936507936506
294,294,1404,TN Martin,2707,6623,0.408727162917107,7850,761,290,25,117,0.21367521367521367
295,295,1405,Toledo,2891,6609,0.4374338023906793,8412,795,299,60,123,0.4878048780487805
296,296,1406,Towson,2762,6536,0.4225826193390453,8058,626,530,44,124,0.3548387096774194
297,297,1407,Troy,2778,6875,0.4040727272727272,7847,696,346,37,117,0.3162393162393162
298,298,1408,Tulane,2626,6288,0.4176208651399491,7911,748,323,57,120,0.475
299,299,1409,Tulsa,2987,6778,0.4406904691649454,8839,716,491,73,127,0.5748031496062992
300,300,1410,TX Pan American,2517,6134,0.4103358330616237,7321,690,225,30,115,0.2608695652173913
301,301,1411,TX Southern,2919,6710,0.4350223546944858,8584,833,503,69,127,0.5433070866141733
302,302,1412,UAB,2964,6971,0.4251900731602352,8340,709,410,68,123,0.5528455284552846
303,303,1413,UC Davis,2792,6316,0.4420519316022799,8037,620,289,33,118,0.2796610169491525
304,304,1414,UC Irvine,3074,7149,0.4299902084207581,8696,675,509,61,125,0.488
305,305,1415,UC Riverside,2563,6204,0.4131205673758865,7071,626,421,34,115,0.2956521739130435
306,306,1416,UCF,2796,6368,0.439070351758794,8018,771,544,67,117,0.5726495726495726
307,307,1417,UCLA,3594,7744,0.4641012396694214,9939,1041,561,92,135,0.6814814814814815
308,308,1418,ULL,3008,6895,0.4362581580855692,8650,754,498,60,120,0.5
309,309,1419,ULM,2429,5819,0.4174256745145214,6659,662,231,21,110,0.19090909090909092
310,310,1420,UMBC,2717,6800,0.3995588235294117,7609,789,246,24,119,0.20168067226890757
311,311,1421,UNC Asheville,3048,6731,0.4528301886792453,8916,944,507,65,120,0.5416666666666666
312,312,1422,UNC Greensboro,2981,7142,0.4173900868104172,8422,812,265,37,120,0.30833333333333335
313,313,1423,UNC Wilmington,2778,6667,0.4166791660416979,7691,689,465,39,121,0.32231404958677684
314,314,1424,UNLV,3396,7612,0.4461376773515502,9619,942,696,92,133,0.6917293233082706
315,315,1425,USC,3007,7080,0.4247175141242937,8221,733,463,49,129,0.3798449612403101
316,316,1426,UT Arlington,2859,6634,0.4309617123907145,8378,791,395,64,118,0.5423728813559322
317,317,1427,UT San Antonio,2727,6465,0.4218097447795824,8197,805,250,49,120,0.4083333333333333
318,318,1428,Utah,2744,6324,0.4339025932953826,7778,658,461,49,121,0.4049586776859504
319,319,1429,Utah St,3012,6504,0.4630996309963099,8609,527,431,82,125,0.656
320,320,1430,Utah Valley,2601,6063,0.4289955467590302,7545,606,329,59,111,0.5315315315315315
321,321,1431,UTEP,2979,6468,0.4605751391465677,8529,696,453,78,128,0.609375
322,322,1433,VA Commonwealth,3707,8642,0.4289516315667669,10631,1509,526,110,146,0.7534246575342466
323,323,1434,Valparaiso,3026,6478,0.4671194813213954,8812,801,423,81,126,0.6428571428571429
324,324,1435,Vanderbilt,3103,7043,0.440579298594349,9189,694,564,79,134,0.5895522388059702
325,325,1436,Vermont,3003,6697,0.4484097357025534,8649,792,398,88,129,0.6821705426356589
326,326,1437,Villanova,3087,7161,0.4310850439882698,9392,858,468,81,130,0.6230769230769231
327,327,1438,Virginia,2928,6574,0.4453909339823547,8209,749,453,87,129,0.6744186046511628
328,328,1439,Virginia Tech,2990,7029,0.4253805662256366,8580,631,489,59,128,0.4609375
329,329,1440,VMI,3088,7139,0.4325535789326236,8896,802,503,54,112,0.48214285714285715
330,330,1441,W Carolina,3156,7492,0.4212493326214629,8837,983,421,60,127,0.47244094488188976
331,331,1442,W Illinois,2319,5261,0.4407907241969207,6542,600,334,47,112,0.41964285714285715
332,332,1443,W Kentucky,3090,7419,0.4164981803477557,8942,746,453,70,133,0.5263157894736842
333,333,1444,W Michigan,2977,6724,0.4427424152290303,8759,667,418,73,126,0.5793650793650794
334,334,1447,Wagner,2954,6827,0.4326937161271422,8582,862,602,75,122,0.6147540983606558
335,335,1448,Wake Forest,2925,6741,0.4339118825100133,8573,733,579,51,127,0.4015748031496063
336,336,1449,Washington,3567,7910,0.4509481668773704,9852,785,531,80,131,0.6106870229007634
337,337,1450,Washington St,2856,6532,0.4372320881812614,8241,666,356,55,123,0.44715447154471544
338,338,1451,Weber St,2763,5954,0.4640577762848505,8229,556,386,78,114,0.6842105263157895
339,339,1452,West Virginia,3187,7433,0.4287636216870711,9246,803,436,70,130,0.5384615384615384
340,340,1453,WI Green Bay,2809,6407,0.4384267207741533,7930,737,582,64,118,0.5423728813559322
341,341,1454,WI Milwaukee,2805,6739,0.4162338625908888,8403,694,333,64,127,0.5039370078740157
342,342,1455,Wichita St,3426,7475,0.4583277591973244,9869,886,589,112,135,0.8296296296296296
343,343,1456,William & Mary,2771,6195,0.4472962066182405,8068,586,335,45,122,0.36885245901639346
344,344,1457,Winthrop,2633,6319,0.4166798544073429,7491,719,315,49,116,0.4224137931034483
345,345,1458,Wisconsin,3217,7387,0.4354947881413293,9315,667,500,100,138,0.7246376811594203
346,346,1459,Wofford,2910,6669,0.4363472784525416,8078,778,269,67,124,0.5403225806451613
347,347,1460,Wright St,2683,6278,0.4273654029945842,7869,849,240,67,126,0.5317460317460317
348,348,1461,Wyoming,2542,5762,0.4411662617146824,7424,728,415,59,118,0.5
349,349,1462,Xavier,3251,7062,0.4603511753044463,9253,747,416,85,132,0.6439393939393939
350,350,1463,Yale,2388,5667,0.4213869772366331,7196,602,416,57,109,0.5229357798165137
351,351,1464,Youngstown St,2811,6532,0.4303429271279853,8009,725,515,47,115,0.40869565217391307
