season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf,rpiRankW,rpiRankL,ptsW,ptsL,fgPcgW,fgPcgL,stlW,stlL,blkW,blkL
2012,28,1257,79,1253,66,H,0,26,57,7,17,20,26,12,20,16,11,14,2,20,25,55,3,11,13,18,13,24,17,21,4,3,22,9.0,56.0,2727,2355,0.4221832529592284,0.4643665158371041,353,217,193,87
2012,28,1266,88,1239,56,H,0,31,53,9,16,17,29,7,26,22,9,7,2,15,21,61,9,26,5,9,14,21,18,17,2,1,21,10.0,272.0,2638,1951,0.4520413182488932,0.4182464454976303,304,220,122,105
2012,28,1272,70,1238,45,H,0,26,49,3,10,15,25,11,18,13,11,15,9,14,16,52,3,13,10,11,18,18,8,23,5,6,19,17.0,325.0,2614,1664,0.4913112164296998,0.3775510204081632,278,207,196,94
2012,28,1286,77,1363,70,A,0,26,53,11,24,14,19,10,19,15,11,6,3,14,23,54,8,24,16,19,12,20,14,11,6,0,14,281.0,274.0,1810,1990,0.40956749672346,0.3875790684301322,169,145,95,36
2012,28,1299,87,1422,65,H,0,32,56,10,21,13,19,8,32,21,19,9,4,19,20,64,9,31,16,20,14,18,9,19,9,2,18,295.0,241.0,1955,2160,0.4119076549210206,0.4031578947368421,205,233,90,81
2012,28,1310,65,1384,63,A,0,26,64,4,16,9,17,23,16,9,12,8,1,19,23,36,9,15,8,14,2,19,17,18,2,1,16,201.0,308.0,2322,1763,0.4046391752577319,0.4585091420534458,274,188,90,80
2012,28,1324,89,1397,81,H,0,27,62,7,21,28,31,17,24,8,9,4,3,19,26,63,9,22,20,28,17,20,11,10,6,5,26,146.0,74.0,2470,2123,0.4532814238042269,0.4361259655377302,194,176,69,134
2012,28,1353,94,1420,56,H,0,34,61,10,17,16,20,12,26,27,15,13,4,20,18,50,7,21,13,23,12,17,12,20,3,5,19,141.0,341.0,2095,1897,0.4239733629300777,0.3913291500285225,261,175,122,54
2012,28,1388,87,1451,70,H,0,27,48,8,13,25,34,9,27,21,14,5,6,17,25,55,3,12,17,27,8,15,7,11,5,1,27,30.0,87.0,2283,2108,0.4674940898345153,0.4499677211103938,207,150,91,66
2012,28,1390,79,1334,37,H,0,29,57,7,19,14,18,14,29,16,14,13,3,9,16,54,5,18,0,0,9,16,6,21,6,4,17,94.0,279.0,2256,1739,0.4392935982339956,0.4035087719298245,197,142,102,50
2012,28,1417,62,1337,39,H,0,22,51,4,14,14,22,10,25,11,7,10,8,16,15,48,3,9,6,13,12,24,5,15,3,2,19,111.0,275.0,2171,1660,0.4594137542277339,0.3976886471787899,254,127,138,83
2012,28,1419,86,1311,65,A,0,31,50,12,21,12,19,10,23,15,8,3,1,20,21,44,9,22,14,18,2,15,12,6,3,0,16,323.0,306.0,1682,1805,0.4078771695594125,0.4198931909212283,149,143,62,52
2012,28,1426,92,1410,60,H,0,32,59,7,18,21,27,10,32,20,13,10,6,15,22,63,7,23,9,15,12,20,11,17,6,1,20,126.0,309.0,2366,1709,0.4448863636363636,0.402787456445993,249,140,116,51
2012,28,1430,58,1296,47,H,0,20,52,7,17,11,16,9,32,10,11,4,5,15,20,57,4,19,3,12,11,25,9,10,6,1,17,238.0,336.0,1904,1644,0.4111519607843137,0.3660426081342802,176,150,98,72
2012,28,1452,77,1103,56,H,0,30,63,3,14,14,27,15,26,18,16,12,3,20,20,56,2,13,14,21,13,26,7,20,11,3,26,47.0,66.0,2346,2287,0.4378265412748171,0.4612291786329696,210,234,85,138
2012,28,1462,82,1435,70,A,1,28,74,6,15,20,27,25,29,8,15,8,4,17,27,64,7,22,9,12,9,24,16,18,7,10,20,36.0,11.0,2543,2615,0.452896725440806,0.4606975533576262,216,214,135,144
2012,29,1110,77,1224,66,H,0,18,46,6,15,35,44,10,26,14,13,6,6,26,17,54,4,15,28,40,17,20,8,14,10,2,33,166.0,283.0,1998,1798,0.4282162834058421,0.3801546391752577,138,181,85,89
2012,29,1112,83,1308,76,A,0,30,58,9,21,14,19,8,30,19,11,3,0,19,28,73,4,21,16,23,19,22,9,9,4,3,17,73.0,57.0,2362,2620,0.4410430839002268,0.4692708333333333,191,229,119,141
2012,29,1117,79,1369,63,H,0,27,49,6,8,19,26,8,27,9,11,7,1,15,25,54,6,15,7,15,8,18,12,13,5,3,19,211.0,248.0,2090,2015,0.4267216009417304,0.4681647940074906,196,140,77,99
2012,29,1123,64,1411,53,H,0,20,50,7,23,17,25,18,22,16,16,9,3,14,18,48,6,20,11,16,13,15,8,16,7,4,19,258.0,266.0,1827,2021,0.421195652173913,0.4125452352231604,176,278,75,139
2012,29,1124,90,1341,54,H,0,28,54,4,13,30,37,9,30,17,8,9,5,16,20,60,9,19,5,12,15,22,10,19,4,3,28,8.0,305.0,2744,1772,0.4633093525179856,0.382903981264637,279,217,167,89
2012,29,1153,56,1275,47,H,0,23,55,6,16,4,10,12,17,9,10,7,2,10,19,40,5,15,4,10,6,25,9,16,4,1,11,34.0,220.0,2522,1750,0.4211485870556062,0.4316901408450704,298,158,170,68
2012,29,1155,71,1234,55,A,0,28,54,11,21,4,7,8,34,20,19,2,3,21,16,56,3,11,20,22,8,19,5,10,8,3,11,144.0,112.0,2001,2374,0.4326866549088771,0.4504602057390363,231,253,117,114
2012,29,1175,57,1184,43,H,0,21,48,3,13,12,17,10,26,11,5,6,8,11,17,50,4,17,5,11,9,20,10,7,1,4,17,256.0,229.0,1727,1957,0.4216621253405994,0.4295511221945137,200,211,179,56
2012,29,1191,62,1106,55,H,0,21,46,5,13,15,22,7,24,14,12,7,3,17,20,57,7,28,8,13,17,22,17,16,7,2,25,121.0,318.0,2185,1674,0.4544334975369458,0.3728813559322034,226,217,49,88
2012,29,1200,79,1159,69,H,0,25,54,4,11,25,40,8,25,11,10,15,5,21,21,53,11,24,16,24,8,29,12,20,3,3,32,216.0,298.0,1797,1893,0.3834586466165413,0.4308093994778068,189,111,163,68
2012,29,1209,85,1354,54,A,0,34,66,9,21,8,14,14,30,17,10,6,4,14,20,60,8,23,6,15,16,21,7,15,5,6,10,145.0,344.0,2165,1862,0.4357142857142857,0.3917104495037945,297,167,168,121
2012,29,1214,68,1219,64,H,0,22,45,8,19,16,24,10,21,13,13,5,5,17,21,59,13,30,9,16,19,18,10,13,4,1,20,303.0,265.0,2134,2019,0.4025903939557474,0.4343112244897959,226,151,160,80
2012,29,1228,71,1268,62,A,0,23,55,7,23,18,20,14,23,13,11,3,6,21,21,50,5,19,15,25,12,19,5,11,2,3,16,77.0,91.0,2098,2198,0.4405514072372199,0.4253005151688609,162,137,132,139
2012,29,1258,75,1387,68,H,0,22,49,7,13,24,30,12,18,10,10,10,1,18,19,40,7,17,23,29,7,18,10,15,4,1,21,109.0,28.0,1974,2264,0.4238451935081148,0.4509692132269099,206,227,80,96
2012,29,1261,59,1222,58,A,0,22,64,4,15,11,14,19,22,10,17,12,4,13,24,55,4,19,6,9,10,24,12,20,8,6,17,79.0,188.0,2081,2062,0.4051906779661017,0.4607013301088271,229,150,125,142
2012,29,1316,61,1126,56,H,0,18,43,4,13,21,31,10,30,13,21,7,6,16,21,50,5,12,9,21,8,22,13,18,13,6,23,191.0,253.0,2083,2143,0.4574532287266143,0.4353741496598639,179,219,97,84
2012,29,1321,76,1210,60,A,0,31,56,5,14,9,14,8,24,15,13,11,4,19,23,54,2,11,12,19,12,18,15,17,7,2,13,51.0,178.0,2155,1866,0.4527726995734308,0.4270896888346552,203,161,114,152
2012,29,1322,80,1114,65,H,0,25,55,8,21,22,31,15,24,17,16,12,9,23,22,55,5,14,16,25,12,19,11,16,5,1,23,231.0,171.0,1998,1872,0.4193742478941035,0.3971050975456262,244,190,185,93
2012,29,1326,85,1181,63,H,0,35,59,8,14,7,10,8,25,18,10,4,2,15,26,55,3,15,8,14,8,19,10,12,4,2,14,5.0,7.0,2913,2628,0.4763406940063091,0.456396866840731,281,210,125,136
2012,29,1330,63,1187,58,H,0,22,52,4,18,15,29,14,28,14,16,5,4,20,19,57,8,27,12,22,14,24,10,12,11,5,24,96.0,153.0,2162,1803,0.4050235478806907,0.4224196855775803,290,202,148,105
2012,29,1332,64,1431,59,H,0,20,46,8,18,16,19,7,22,14,15,6,8,15,26,53,1,6,6,16,10,21,12,13,8,4,15,52.0,136.0,2237,2021,0.4614024749558044,0.457808564231738,188,151,110,87
2012,29,1335,75,1264,72,H,0,27,62,7,16,14,18,13,18,17,8,8,3,23,23,49,8,19,18,25,13,25,17,19,3,4,21,95.0,158.0,2019,2274,0.4458874458874459,0.4310148232611174,229,258,74,157
2012,29,1344,82,1221,77,H,0,34,66,3,10,11,15,19,24,21,14,7,7,10,31,68,8,25,7,9,13,17,15,9,8,6,13,148.0,187.0,2203,1886,0.4272274488101826,0.4300319488817891,170,167,166,129
2012,29,1345,76,1274,65,H,0,26,47,4,16,20,29,6,22,10,10,4,5,17,21,54,8,23,15,20,10,19,12,11,4,1,22,35.0,58.0,2514,2206,0.4403169886082219,0.4318693693693693,226,196,110,114
2012,29,1393,84,1185,48,H,0,32,64,13,30,7,10,17,20,21,6,13,6,13,17,49,5,17,9,11,13,17,12,17,4,1,11,2.0,252.0,2742,1642,0.4668521094112193,0.3751668891855808,338,212,255,95
2012,29,1400,73,1317,57,H,0,24,52,6,18,19,27,9,21,13,8,7,3,17,19,62,6,25,13,19,22,24,8,16,6,1,23,44.0,198.0,2470,1999,0.4338349766476388,0.4269662921348314,231,177,125,120
2012,29,1407,79,1190,71,H,0,26,63,12,35,15,19,15,20,18,12,10,3,17,26,54,7,22,12,21,13,24,11,20,7,3,19,264.0,192.0,1880,2015,0.4084084084084084,0.4417910447761194,170,307,97,84
2012,29,1438,70,1276,58,H,0,22,53,9,25,17,22,10,26,16,8,7,3,12,22,50,10,22,4,7,3,23,8,11,5,3,20,50.0,21.0,2000,2196,0.45748730964467,0.4567112144102266,207,161,88,67
2012,29,1463,74,1216,69,A,0,22,43,7,18,23,32,9,18,10,16,4,0,19,24,48,10,24,11,14,8,19,16,22,6,3,28,132.0,310.0,1733,1860,0.4248175182481752,0.4139240506329114,134,205,95,64
2012,30,1116,97,1290,64,H,0,35,59,11,23,16,28,12,27,17,11,5,7,19,20,63,7,25,17,24,16,19,11,15,2,1,21,86.0,189.0,2299,2332,0.4344086021505376,0.4009876543209876,265,300,160,87
2012,30,1129,108,1179,64,H,0,36,59,14,22,22,34,12,30,20,10,6,3,23,22,51,8,18,12,26,8,16,9,15,3,5,26,160.0,135.0,1955,2058,0.4202261306532663,0.440147329650092,169,209,53,93
2012,30,1131,73,1174,67,H,0,28,59,8,16,9,12,11,24,17,10,4,3,16,25,61,6,21,11,15,14,22,7,11,5,9,15,202.0,157.0,2045,2148,0.4222481071636575,0.4251461988304094,187,144,98,153
2012,30,1135,65,1348,56,H,0,23,53,10,29,9,16,6,26,16,12,7,4,21,20,58,6,21,10,21,17,29,7,14,5,3,17,307.0,251.0,1821,2126,0.4017199017199017,0.4009533898305085,152,200,72,121
2012,30,1138,84,1173,55,A,0,27,54,10,23,20,30,15,36,22,15,3,5,22,16,57,6,23,17,25,11,19,10,10,9,1,23,88.0,72.0,1997,2294,0.4607329842931937,0.439241917502787,151,171,146,89
2012,30,1140,87,1319,52,N,0,34,66,10,25,9,10,8,30,25,12,10,5,16,20,53,5,17,7,14,8,24,17,24,6,4,13,41.0,335.0,2575,1621,0.4637096774193548,0.3954116059379217,275,171,143,58
2012,30,1142,77,1170,51,H,0,28,55,9,21,12,18,15,25,17,8,6,2,15,20,47,4,13,7,11,6,15,9,11,1,2,15,224.0,315.0,1978,1739,0.4259259259259259,0.452485380116959,171,120,45,54
2012,30,1146,75,1404,68,A,0,31,70,1,6,12,23,19,25,23,11,12,1,22,23,56,4,16,18,28,13,27,19,17,4,7,19,322.0,330.0,1795,1781,0.4133977066988533,0.4045656309448319,202,175,75,68
2012,30,1161,65,1160,64,H,0,24,52,7,15,10,16,5,26,12,15,9,2,19,21,57,9,20,13,29,16,28,10,15,7,3,16,38.0,54.0,2243,2252,0.4713140037014189,0.4403879064460924,172,198,60,110
2012,30,1166,85,1361,83,A,0,31,66,9,20,14,21,12,27,18,8,3,1,21,30,64,7,15,16,24,10,27,12,9,3,1,21,22.0,27.0,2772,2239,0.5038759689922481,0.4501679731243001,169,171,82,74
2012,30,1167,74,1169,67,A,0,25,40,9,15,15,19,6,24,16,23,4,4,23,22,65,4,21,19,25,24,11,12,13,7,1,22,240.0,327.0,1977,1714,0.4533333333333333,0.3762376237623762,221,154,98,62
2012,30,1176,67,1429,54,A,0,25,48,8,20,9,11,5,17,16,6,3,3,17,19,41,2,4,14,19,7,20,6,11,0,2,12,100.0,142.0,2112,2081,0.4876088412592096,0.4720101781170484,223,120,137,98
2012,30,1183,85,1263,80,H,1,28,61,3,18,26,35,14,28,17,17,6,3,13,34,75,8,23,4,4,13,26,11,17,9,4,26,286.0,282.0,1726,1876,0.4277891854893908,0.4318042813455657,144,167,59,120
2012,30,1186,73,1225,66,A,0,26,62,13,28,8,13,15,22,15,10,1,1,23,21,48,8,20,16,25,9,24,13,11,3,10,15,234.0,151.0,2139,1999,0.4024663677130045,0.4722222222222222,210,136,103,117
2012,30,1189,77,1202,70,H,0,25,54,8,20,19,30,8,29,12,8,3,4,15,26,66,9,26,9,13,13,25,8,11,3,3,25,236.0,242.0,1979,1845,0.4130177514792899,0.4116479152878888,129,148,73,95
2012,30,1206,61,1137,57,H,0,20,50,2,12,19,25,8,24,12,8,4,2,16,22,54,5,18,8,12,11,25,12,13,5,3,17,89.0,97.0,2323,2191,0.4630872483221476,0.463030303030303,224,139,163,99
2012,30,1211,73,1323,53,H,0,28,61,6,15,11,15,13,27,16,13,10,3,17,20,52,2,14,11,18,10,22,6,17,8,3,16,24.0,43.0,2436,2257,0.4729885057471264,0.4338888888888889,223,177,105,114
2012,30,1229,85,1152,41,H,0,31,64,14,38,9,15,15,31,21,13,10,1,10,14,49,3,18,10,12,5,21,6,19,9,1,17,98.0,337.0,2255,1738,0.433391506689936,0.3943139678615575,165,200,111,90
2012,30,1231,86,1301,75,A,0,30,62,7,13,19,23,12,25,8,13,10,4,20,28,66,3,10,16,22,18,22,14,15,7,10,19,12.0,29.0,2782,2697,0.4922199170124481,0.457825679475164,233,249,115,150
2012,30,1242,77,1194,54,H,0,24,55,4,13,25,33,14,39,11,17,6,13,20,21,65,4,17,8,19,10,22,8,10,10,4,24,4.0,212.0,2867,1879,0.471889400921659,0.4083832335329341,285,196,222,128
2012,30,1247,68,1318,51,H,0,26,52,9,20,7,13,3,26,16,16,15,7,21,16,50,1,9,18,27,13,27,8,22,10,1,15,90.0,186.0,2417,1941,0.4634146341463415,0.42811906269791,265,246,109,119
2012,30,1269,86,1406,56,H,0,31,72,13,28,11,18,15,28,23,11,9,13,19,21,64,2,15,12,24,21,29,13,26,6,6,18,80.0,311.0,2533,1647,0.4330443159922928,0.3668564199873498,293,177,157,135
2012,30,1271,59,1298,46,H,0,23,51,6,19,7,12,9,24,13,15,6,1,12,16,49,3,17,11,13,12,20,7,14,11,0,11,319.0,329.0,1690,1590,0.3756940160394818,0.398716119828816,160,204,83,50
2012,30,1277,65,1199,49,H,0,21,52,8,19,15,20,13,22,11,13,10,8,11,21,54,4,20,3,6,11,23,13,18,3,5,21,6.0,13.0,2651,2443,0.4771371769383697,0.4560582423296931,265,265,157,213
2012,30,1278,58,1439,55,H,0,24,48,2,13,8,15,11,19,17,9,9,5,12,20,53,8,17,7,7,14,18,12,12,6,3,17,71.0,99.0,2224,2147,0.459696261682243,0.4195882025598219,236,183,165,107
2012,30,1306,53,1171,50,H,0,18,51,4,18,13,26,9,23,9,10,5,1,15,20,46,1,6,9,15,5,27,5,14,2,3,20,292.0,321.0,1689,1663,0.3952861952861953,0.3919011667810569,144,157,67,70
2012,30,1307,65,1226,41,H,0,24,58,5,23,12,24,22,29,14,15,11,0,11,16,54,7,22,2,4,9,19,6,17,9,4,20,23.0,293.0,2453,1886,0.4576547231270358,0.4149403640929064,230,202,114,64
2012,30,1312,54,1119,53,A,0,22,62,10,29,0,5,9,30,10,15,9,0,20,18,57,2,24,15,18,9,33,8,17,5,4,12,301.0,294.0,1872,1932,0.4052206339341205,0.4160206718346253,193,171,78,54
2012,30,1314,60,1458,57,H,0,19,45,3,9,19,24,10,32,9,14,2,6,12,23,64,8,28,3,6,10,19,6,4,9,4,21,3.0,14.0,3091,2304,0.4585523655479175,0.4250666666666666,259,181,219,126
2012,30,1320,69,1235,62,A,0,24,50,9,24,12,18,7,26,11,11,6,1,20,22,52,4,18,14,19,7,22,10,10,6,1,17,76.0,33.0,2002,2490,0.4286616161616162,0.4486228813559322,181,196,60,96
2012,30,1325,70,1267,68,A,0,29,58,5,15,7,11,14,21,16,13,6,1,26,21,52,5,21,21,38,18,18,11,13,4,5,18,48.0,49.0,2509,2295,0.4243018128368447,0.4325025960539979,340,201,95,130
2012,30,1329,59,1409,56,H,0,17,46,5,14,20,29,7,23,6,17,11,6,19,20,53,3,13,13,19,12,27,10,20,11,4,23,115.0,116.0,2129,2093,0.4207138677589233,0.4502219403931515,204,149,135,153
2012,30,1331,68,1283,63,H,0,22,53,6,15,18,26,14,25,13,16,6,0,12,25,57,7,15,6,10,9,22,14,13,5,4,22,53.0,128.0,2408,2039,0.4866743916570104,0.4354371742906774,217,145,82,66
2012,30,1336,62,1130,54,A,0,21,54,7,24,13,20,12,26,7,14,7,2,23,16,44,8,24,14,22,6,23,10,18,3,5,22,139.0,203.0,1977,1833,0.3926553672316384,0.407647440051847,218,153,77,89
2012,30,1338,80,1182,69,N,0,29,54,11,21,11,15,16,23,17,23,2,1,20,25,48,6,17,13,21,3,12,13,12,9,1,19,81.0,104.0,2267,2155,0.4502732240437158,0.4477351916376306,162,223,91,107
2012,30,1343,69,1248,54,H,0,28,55,5,20,8,14,15,20,18,11,12,6,11,21,49,6,17,6,8,9,15,8,15,6,0,12,105.0,206.0,1840,2161,0.4576737783895389,0.4381818181818182,176,164,111,80
2012,30,1349,78,1223,66,A,0,27,61,6,17,18,28,15,33,14,15,5,5,18,26,62,5,16,9,18,9,26,9,12,7,5,21,168.0,316.0,1953,1880,0.4369055168040583,0.4077066500932256,205,179,127,41
2012,30,1350,92,1456,61,A,0,36,58,15,29,5,8,6,24,19,7,5,7,15,22,55,5,20,12,15,10,19,8,9,3,1,13,129.0,300.0,2207,1861,0.4273907910271546,0.4060913705583756,194,147,161,63
2012,30,1363,72,1427,66,H,0,23,63,12,32,14,17,13,25,15,16,6,1,19,19,51,6,19,22,22,5,26,9,17,9,2,20,274.0,207.0,1990,2148,0.3875790684301322,0.4413373860182371,145,240,36,90
2012,30,1368,72,1256,69,H,1,26,58,6,13,14,27,6,25,16,11,10,2,23,23,56,5,21,18,29,14,33,9,18,4,4,24,312.0,161.0,1499,2197,0.3977777777777778,0.420855614973262,157,209,91,114
2012,30,1375,55,1412,47,H,0,18,45,4,13,15,20,11,25,12,11,4,11,13,18,57,4,14,7,9,15,18,11,9,4,4,19,167.0,110.0,1861,1875,0.4253539253539253,0.4194996792815907,138,136,135,110
2012,30,1386,62,1180,49,H,0,22,50,3,10,15,23,8,29,12,11,11,16,12,20,64,8,19,1,5,18,22,12,15,6,2,18,68.0,70.0,2381,2134,0.4712707182320442,0.4349397590361445,159,161,234,109
2012,30,1395,77,1249,72,H,0,26,65,5,15,20,29,17,25,13,12,7,4,20,25,65,3,13,19,22,16,24,11,12,3,4,22,108.0,131.0,2115,2383,0.4272189349112426,0.4264479753972321,200,255,74,142
2012,30,1401,56,1108,44,H,0,25,62,0,17,6,12,19,30,16,18,8,5,15,18,55,3,11,5,10,10,22,6,17,7,5,14,147.0,338.0,1880,1680,0.4291819291819291,0.4066985645933014,178,185,70,93
2012,30,1405,75,1423,73,H,0,27,56,6,21,15,21,15,22,16,13,7,1,17,26,59,8,23,13,20,15,17,13,10,11,3,18,230.0,217.0,2178,2013,0.4470100651272942,0.4155172413793103,217,173,69,122
2012,30,1408,78,1380,53,H,0,29,62,9,21,11,17,13,28,14,10,10,5,11,21,53,4,15,7,11,6,23,10,16,2,3,16,225.0,297.0,1841,1673,0.4167215273206057,0.4069686411149826,201,155,95,95
2012,30,1424,94,1364,88,A,2,33,72,10,31,18,24,13,32,18,15,3,3,20,30,72,9,23,19,26,15,30,16,12,9,6,25,26.0,130.0,2494,2023,0.455630513751946,0.4520807061790668,274,154,164,147
2012,30,1425,56,1415,35,A,0,25,46,5,15,1,5,4,23,12,7,3,1,10,13,38,5,14,4,8,3,19,6,15,0,2,11,259.0,261.0,1683,1678,0.3872135102533172,0.4007756948933419,184,124,65,113
2012,30,1433,69,1378,46,H,0,26,57,10,24,7,12,14,20,12,8,11,4,14,18,48,3,14,7,8,9,18,12,15,2,3,10,40.0,42.0,2448,2061,0.4102941176470588,0.4357771260997067,379,196,132,125
2012,30,1448,55,1304,53,A,0,21,47,6,18,7,11,2,28,11,10,3,2,9,22,57,6,23,3,4,8,25,14,8,5,6,13,164.0,137.0,2029,1827,0.4271543707377557,0.4266929651545036,162,198,142,78
2012,30,1450,69,1212,37,H,0,24,56,7,23,14,18,14,31,18,11,7,1,11,14,55,4,25,5,8,11,21,8,15,6,2,15,175.0,343.0,2048,1513,0.4622455679579776,0.3588154269972451,150,135,82,101
2012,30,1461,74,1430,41,H,0,26,54,6,24,16,20,12,34,13,8,8,4,17,16,52,1,18,8,14,8,18,5,10,3,3,17,85.0,238.0,1809,1904,0.4459556191839656,0.4111519607843137,192,176,95,98
2012,31,1110,69,1420,58,H,0,21,49,7,26,20,32,7,29,13,9,3,4,17,22,60,2,16,12,17,12,29,8,10,3,0,25,166.0,341.0,1998,1897,0.4282162834058421,0.3913291500285225,138,175,85,54
2012,31,1111,78,1422,64,H,0,27,55,10,22,14,21,10,31,16,17,5,7,20,21,67,5,18,17,26,19,21,11,11,6,1,20,255.0,241.0,1950,2160,0.4401544401544401,0.4031578947368421,160,233,107,81
2012,31,1117,58,1382,52,A,0,21,45,8,15,8,13,7,29,17,16,6,1,15,20,51,5,19,7,15,6,21,14,10,9,4,16,211.0,82.0,2090,2254,0.4267216009417304,0.4564315352697095,196,186,77,133
2012,31,1125,98,1244,52,H,0,37,68,15,39,9,13,16,27,30,4,6,2,18,20,50,6,19,6,17,9,16,13,12,4,2,14,75.0,333.0,2745,1848,0.4786585365853658,0.4135151890886547,246,188,74,54
2012,31,1144,96,1251,82,H,0,30,54,4,10,32,43,7,27,19,11,6,6,27,27,63,4,14,24,33,13,21,19,12,4,2,33,228.0,278.0,2267,1951,0.4809523809523809,0.4452012383900929,184,135,160,65
2012,31,1148,83,1136,51,A,0,32,63,13,29,6,14,11,29,25,11,10,2,17,18,56,5,25,10,17,13,24,10,19,4,4,17,226.0,340.0,2029,1852,0.4245115452930728,0.4034440344403444,235,133,103,64
2012,31,1149,83,1347,73,H,0,26,64,8,22,23,33,12,28,11,7,8,4,16,25,55,11,22,12,20,9,31,5,17,1,0,22,181.0,326.0,2110,1802,0.4363095238095238,0.380273321449792,227,209,73,76
2012,31,1156,45,1460,43,A,0,16,40,5,17,8,9,10,18,10,16,5,0,18,16,39,2,9,9,14,6,15,6,11,9,0,15,84.0,210.0,2026,1777,0.4479855682501503,0.3968253968253968,258,203,99,50
2012,31,1157,87,1440,78,H,0,34,64,0,9,19,29,15,35,18,17,3,5,24,24,61,8,24,22,33,8,21,6,12,10,4,24,184.0,269.0,1809,2299,0.4721266345492085,0.4363021420518602,156,227,94,105
2012,31,1158,83,1154,64,H,0,37,74,7,28,2,5,10,24,12,10,11,6,11,26,65,3,14,9,10,15,28,13,21,4,2,9,123.0,324.0,2191,1737,0.4262295081967213,0.4284750337381916,229,161,115,45
2012,31,1159,74,1185,70,H,0,22,40,6,14,24,30,7,27,18,19,3,2,19,24,63,4,24,18,20,14,15,7,10,7,1,22,298.0,252.0,1893,1642,0.4308093994778068,0.3751668891855808,111,212,68,95
2012,31,1172,72,1459,69,A,0,24,51,5,18,19,24,12,18,9,12,6,4,16,29,55,4,12,7,12,9,17,15,10,7,4,19,69.0,196.0,2460,1908,0.444796619123085,0.4358024691358024,172,151,113,69
2012,31,1204,84,1151,76,H,0,31,60,11,23,11,17,13,23,21,17,10,0,15,29,59,9,23,9,16,9,21,19,14,7,0,17,219.0,290.0,1830,1979,0.4581646423751687,0.4010759115361625,211,156,63,29
2012,31,1207,57,1104,55,A,0,21,48,7,17,8,10,8,21,13,11,5,2,16,19,43,3,16,14,19,7,21,10,9,5,3,13,18.0,37.0,2190,2135,0.461447212336892,0.4518002322880372,194,239,153,137
2012,31,1209,73,1198,47,H,0,23,53,6,23,21,32,15,27,12,14,8,14,19,14,58,4,24,15,23,18,22,8,16,7,2,25,145.0,260.0,2165,1768,0.4357142857142857,0.414500683994528,297,202,168,109
2012,31,1217,55,1436,48,A,0,20,40,5,13,10,15,3,25,10,15,4,7,17,18,51,3,10,9,15,11,18,6,10,3,2,19,45.0,134.0,1957,2415,0.4636871508379888,0.4430512016718913,174,221,128,86
2012,31,1243,69,1203,56,H,0,24,64,5,22,16,26,17,33,16,13,3,3,21,20,64,5,19,11,21,16,26,10,13,8,6,24,39.0,174.0,2343,1921,0.4391563007030827,0.424927536231884,200,205,156,115
2012,31,1245,83,1287,63,H,0,28,57,7,21,20,31,11,21,22,10,14,2,22,23,51,7,19,10,18,13,24,15,22,2,1,25,114.0,173.0,2174,1826,0.4515380150899594,0.4344779257182901,266,236,117,37
2012,31,1246,81,1385,59,H,0,28,69,5,16,20,30,20,28,16,12,9,18,18,19,60,2,13,19,27,17,26,9,19,6,6,20,1.0,133.0,3095,2129,0.4875444839857651,0.4198557958957293,242,255,344,119
2012,31,1250,78,1200,60,A,0,24,65,7,22,23,25,9,30,12,6,10,1,16,25,60,4,13,6,17,10,31,8,16,2,11,24,101.0,216.0,2553,1797,0.4409969481180061,0.3834586466165413,263,189,99,163
2012,31,1254,78,1447,73,H,0,26,66,5,13,21,31,19,30,9,14,3,5,13,29,79,8,25,7,10,21,28,8,13,10,8,28,102.0,93.0,2769,2275,0.4742268041237113,0.4408602150537634,206,244,113,126
2012,31,1259,76,1265,63,H,0,26,63,8,15,16,25,25,22,13,18,9,6,15,23,56,7,14,10,16,13,19,8,17,7,6,19,92.0,213.0,2222,2176,0.4253521126760563,0.4158016147635525,255,187,147,140
2012,31,1273,79,1252,72,A,0,30,60,7,14,12,15,11,25,14,19,13,6,18,24,63,7,18,17,18,13,19,14,21,10,6,18,150.0,235.0,2178,2146,0.4625684723067559,0.429451287793953,219,209,155,81
2012,31,1279,70,1177,68,A,0,29,52,1,3,11,28,11,27,12,20,10,6,20,22,60,7,24,17,26,14,25,12,16,8,4,25,60.0,177.0,2182,2298,0.4303728070175439,0.4381390593047035,214,245,174,126
2012,31,1282,81,1236,66,A,0,27,45,10,23,17,21,3,18,16,10,7,2,12,27,66,8,20,4,6,22,18,12,13,6,0,20,263.0,273.0,1936,2015,0.4346717654557043,0.4507481296758104,183,177,67,68
2012,31,1292,77,1398,62,A,0,23,45,7,14,24,38,11,27,13,15,5,4,25,19,58,5,21,19,27,15,17,8,12,8,5,25,65.0,127.0,2142,2017,0.4916666666666666,0.4375396322130628,211,214,132,101
2012,31,1293,70,1443,59,A,0,22,51,5,12,21,27,14,19,9,13,6,0,20,24,56,2,12,9,14,16,19,13,15,2,8,25,19.0,156.0,2189,2272,0.4661558109833972,0.3939549180327868,240,195,129,146
